akun,komentar,label
RatnaFirmansyah-o5t,", ngomongin 𝘼𝙇𝙀𝙓𝙄𝙎17 , ikutan kepo . ?",1
AYAM GORENG LESEHAN PAK DIN,jogja istimewa pak din hadir,1
cny,100RB GRATIS WISDOMTOTO:fire:,1
Srikandi Tegex,kav cah og ngisingan,0
ABDULLAH S,100RB GRATIS WISDOMTOTO:fire:,1
nkedit333,itu si rijal doyan banget main di ＰＵＬＡＵＷＩＮ. sampe kebeli motor,1
Made Djogdja,selamat ultah jogjaku..:red_heart::red_heart::red_heart::red_heart::red_heart:,0
Stoverrafiqah-q1r,"Nggak sabar buat main lagi di 𝘼𝙂𝙐𝘚𝐓𝑂𝐓𝑂, rezeki besar bisa datang kapan aja!",1
ghaninatsir,sumpah alexis17 ! tuh bener-bener ngebantu banget pas butuh duit cepet,1
TRISIYANA SIWANDITA,slot haram slot haram,1
KomangLR6eN,"malam beruntung banget main 𝘿e𝘞а𝐃o𝑅𝐴 , hasilnya !",1
sitichaalimah6759,Bermanfaat sekali kak,0
sandihakeem5342,"Itu 86 nya kayak kenal, punya Akang MV kan bang?",0
dianK,"Selamat ulang tahun kota Jogja, moga makin berhati Nyaman  Jogja memang ISTIMEWA :smiling_face_with_hearts::smiling_face_with_hearts:",1
MarcelaJoe-n8p,0:02 keren 𝐒𝐆𝐈𝟖𝟖 terbaik menang mudah,1
AnisaYuliani-t3g,"Cuma di sini, ⚡⚡ALEXIS17⚡⚡ selalu kasih kejutan seru!",1
AtmorejoZyla-q7n,"𝐃𝙊𝘙𝐴𝟽7bikin hidup lebih berwarna, rezeki datang silih berganti!",1
raihanadhitama-l2t,"gue udah ga bayangin hidup alexis17 , , udah sumber penghasilan",1
dwinarwanto2244,Lu baca ya bang.?😮,0
ngrh9696,"Berisik pada iri, previlege tp berprestasi di inter why not???",0
AndiLestari-l6r,gak khawatir duit kalo udah gabung alexis17 .,1
David Colon,BWTOGEL lagi gacorr,1
BellaSubagio-n5v,Semua orang bilang ALEXIS⭐17⭐ tuh life changer banget!,1
FahrezaHakim-f9l,Konten Toyota chaser kapan bang?,0
FAB__,FREEBET 100RB WISDOMTOTO:fire:,1
Fajar Dikifi,tolong min komentar mode subs only aja biar tidak ada judol,0
NurMarlina-s1t,"sebulan main alexis17 , gue udah dp mobil mewah !",1
Darmo Sanjaya,Aisyah aku di xt square jogja,0
C17,100RB GRATIS WISDOMTOTO:fire:,1
harrimulyafit1279,kosong kau,0
DouglasFlores-t7v,"Kudu kasih jempol buat ⭐ A L E X I S 1 7 ⭐, top markotop!",1
fadliramadhan6676,Org mendang mending mikir 100x,0
Atha firdaus junior,rapi banget ini,0
LuvvOfficial,The power kak Najwa🤍,1
Reinata C,dah selesai kah?,0
Naina Abani,100RB GRATIS WISDOMTOTO:fire:,1
Sanjay,KETIK DI GOOGLE:WISDOMTOTO,1
satriaxradewa5561,Ziko jadi anak motor 9:40,0
iwayandharmatyaga432,Tak pernah bosen dengerin cerita koh Ahok,1
Choppa Flowee,:fire:ANGKA TERBALIK DI BAYAR:fire:,0
Rohim evos2122,berbah,0
Erzachanel860,Kenal Huawei dari thn 2007 emang luar biasa gebrakan nya gak tanggung,0
Sharon,KETIK DI GOOGLE:WISDOMTOTO,1
LatifeCemile,Rasakan semangat baru di 4:16 M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳,1
spider man,100RB GRATIS WISDOMTOTO:fire:,1
ENOCHBass-f4l,Hebat dan mantap mandalika77,1
ERICKForman-m1v,meuni gacoor pisan iyeu ꗥ𝙈𝘼𝙉𝙐𝙏88ꗥ,1
Mr. Bombastic,FREEBET 100RB WISDOMTOTO:fire:,1
Vegabondism,wonten ngarsa dalem mboten njih?,1
mariokurniawan4457,yang ditunggu-tunggu,0
Zaverinth,sepertinya besok/minggu baru up video baru🤔,0
CarolinaSenja,main aman hasil ? jawabannya 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴,1
Johnnie Boyles,𝗱𝟯𝗣𝟬 𝟭𝟬𝟬 j𝗱 𝟮𝗷𝘁 buruan gas 𝗚𝗔𝗥𝗔𝗡𝗦𝗜 𝟭𝟬𝟬% di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire: ,1
DJ ALOK,:fire:ANGKA TERBALIK DI BAYAR:fire:,0
ricodimaz3985,Mobilnya gus iqdam mantab,0
juraganmbako4993,​ @asyariiiii masuk ini,0
BatamWasss,Indonesia semakin parah. Gelap,0
furina-focalor-2,"ada laahh .serinya. "" satu""  tp 0 nya. ntah brp ..??😃🤭🤭",0
Nani Adiyanti,moco komene nambahi hiburan tersendiri. marai ngakak,0
dafarachman9018,Cakep parahhhhhhh😭😭,0
Akulohiki,Utang sit oleh ra ki😂,0
Efi Puji,kertase koyo isih okeh,0
adnansanusi,Ya Gmc ya Gmc bàng,0
syaidarr1826,jelek design nya,0
LiamNhoTF,"Swert Bonanja makswin, puas banget",1
setiawankadir,"bro alexis17 ! update sistem nih , gacor anti kalah",1
Jls Printsolution,MANA NI ADMINYA??? BANYAK IKLAN JUDI ITU!!!!,0
WHOISMEE123,kalo masih gak juara 1 dan kalah sama farell si malu2in ya,0
Farida Ayu,semangat gedong tengen kuh ..,0
RatnaKartini-b7z,"pokoknya kalo butuh cepet , 𝘼𝙇𝙀𝙓𝙄𝙎17 solusinya . parah .",1
Wadipta Lingga,mobil atau montor,0
SakinahElmarhim-i4b,"tarik hasil kemenangan а𝐸𝑅𝙊𝟴𝟴 , mewujudkan impian !",1
rudysaputra3652,Insyaa Allah kebeli sebelum kiamat,0
Sarasi Alaknanda,KETIK DI GOOGLE:WISDOMTOTO,1
TG·_·SHIHAB,FREEBET 100RB WISDOMTOTO:fire:,1
NguyenAbduljNTmQ0A,"gacu​r​ banget , modal seadanya cuy",1
dyah indra pratiwi,MAU PAS4D SAIKI WISDOMTOTO,1
Maki,:fire:ANGKA TERBALIK DI BAYAR:fire:,0
gambirasabian,"kenal alexis17 , hidup gue colorful .",1
FatihEsra-g8p,TERIMAKASIH mandalika77 MENANG SUPER HOKI KEREN TEPERCAYA DAN NYATA,1
Bagushappy 20,padet banget gays,0
tortoad, @rogerhandoyo3298  lebay amat stroberi,0
Agriculturestudent,KETIK DI GOOGLE:WISDOMTOTO,1
SaySam,FREEBET 100RB WISDOMTOTO:fire:,1
Cekid,Video OFF CUMA MAU DISLIKE,0
firdasalsabell6877,lomgsleeve nya cakep parahhh anjiir,0
Ente Haripad,100RB GRATIS WISDOMTOTO:fire:,1
Kartik_Khairnars,FREEBET 100RB :fire:WISDOMTOTO:fire:,1
jeki rahmat,uwes pak... iyo aku paham,0
SKM888,SLOT GACOR:fire: WISDOMTOTO:fire:,1
parthathokdar9602,"serius deh , dapet cuan gampang tuh ya pu lau tujuh tujuh tujuh .",1
انشيد جهاديه حزينه,KETIK DI GOOGLE :fire:WISDOMTOTO:fire:,1
Af,:star:PAS4D Anti Rungkad Boskuh,1
Radhe Solanki 510 ,100RB GRATIS WISDOMTOTO:fire:,1
BudiPratama-n4m,"𝘼𝙇𝙀𝙓𝙄𝙎17 emang daun banget , gila sih . sih ?",1
Mr.predictions,"Aku dibeliin sama papi ku di Singapura,buat main pubg 😂",0
xJagau,Bang update perkembangan garasi baru nya dong,0
Diaz Disaka,commentar sub only min,0
riccyalgharuty415,gila keren banget dipake bimo jerseynya,0
WulanPratama-b3b,orang bilang alexis17 tuh life changer banget !,1
AriaXMHIW,"Jepe pertama kali maen, auto betah",1
deripriadi912,Seharga monumen biawakkkk gaiss,1
solehsabian,"alexis'17 gua bru maen bentar , lngsg jepe",1
YogaDewi-y2s,makan siang kantor bareng alexis17 kayaknya seru .,1
Taufiq H,Wes tau offline uyel2an,0
MustaqueGagne-v9l,"terimakasih selalu upload bg, walaupun masih sibuk🎉𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1
محمد رسول الله,FREEBET 100RB :fire:WISDOMTOTO:fire:,1
AnisaSetiawan-u1l,𝘼𝙇𝙀𝙓𝙄𝙎17 .,1
JulianClements-s6o,"rezeki bikin optimis , alexis17",1
Boy Valerie,nek ra gelem turu ae:moai:,0
agungtarub1513,Auuuuuu mania,0
Mur Yanti,mantap,0
gadaprasetya,iseng coba alexis17 bnrn jp wkwkwkwk keren,1
caaneedsleep,"jawab yang penting ❎
yang penting jawab ✅",1
Williampatrick__,Brzz asli ganteng banget,0
ChongMurray-i9i,"3 bang , salam jepe weton88",1
danielladonavantyson-w6c,"bandar 𝐒𝐆𝐈𝟖𝟖 auto , sultan gacur",1
RahulRahul-nc6sq,temen-temen pindah pawpaw4d seru !,1
andigo_official,Yg ngajarin parah sih😂,0
lockysigarlaki163," @arifhidayat4149  oh kamu tiba tiba buta ya, ada apa",0
Aqchel Hanif Danantio,ndelok kadi ngomah nk ngelak kari ngiling seko termos,0
Zanem796m,"modal receh wd jutaan , gg",1
alexislink-e2p,kebangkitan cuan 𝗦𝗚𝗜𝟴𝟴,1
rezarahmawan4792,Keputusan tepat kemaren pilpres ga milih prabowo..joget aja pak💃,1
Ozinchanel,"Manteb banget banyak carbon , wide body Keren abis.",1
NurHidayat-n3q,emang gak se-reliable alexis17 sih .,1
Shila Isabel,FREEBET 100RB :fire:WISDOMTOTO:fire:,1
adianbolontYT,WRC cocoknya bang🌿,0
hermawanjasmani,orang bilang alexis17 tuh bener-bener dipercaya .,1
tandrytrilaksana7846,Nunggu GD Family Drifting Fullteam turun ahh 😅,0
Seno Wibowo,bangga jadi warga Yogya yang kaya budaya...,1
DYONCOOL,Sya besok beli yg bisa lipat sepuluh,0
ekkodista,Langsung beli surya,0
namadepan4108,Ngang ngeng ngong,0
rizkymuhammadreza9564,Mantap fufufafa,0
Paras Bindra,FREEBET 100RB :fire:WISDOMTOTO:fire:,1
sinvikernes4122,koh yang harganya 1m itu apa bedanya ? apa sama ?,0
AlvianMardhiSetya,Tempo ngga diundang? 🤔,0
Mamang Nya,Macet enggak mas?:grinning_face_with_sweat:,0
_sidhuuu___,FREEBET 100RB :fire:WISDOMTOTO:fire:,1
aditya gusti069, beri makan pakai uang judi kok bangga,0
sylvia adinda putri,Selamat ulang tahun jogja,0
antopekong152,Bikin konten mtor bg,0
triyanihzamahendra3520,Jangan lupakan celetukan uni lubis 'supersemar' di 1:48:02 wokwokwok,0
DANSeeley-k6w,"MANDALIKA77 ? TERBAIKK, jepe terus bro!",1
etniecclothing3481,Penasaran pengen beli..semoga,0
WRLD End,KETIK DI GOOGLE:WISDOMTOTO,1
_vip__atul,KETIK DI GOOGLE:WISDOMTOTO,1
Darmo Sanjaya,kelas bawah menengah,1
axemmagroup6661,sangat terlihat otoriternya,0
 𝙰𝚌𝚑𝚞_fx,100RB GRATIS WISDOMTOTO:fire:,1
priya yadav,KETIK DI GOOGLE:WISDOMTOTO,1
gaming zone1,KETIK DI GOOGLE:WISDOMTOTO,1
RanggaSari-s3h,top markotop dah pelayanan 𝑨𝑳𝑬𝑿𝑰𝑺17 .,1
ArifWicaksono-t1t,"anti lelet , alexis17 emang gacor .",1
official rs gond ,KETIK DI GOOGLE:WISDOMTOTO,1
hafidmahendra2699,Mending j2 prime gak sih😅😅😅,0
Wahyu terbang,komentar gak jelas tolong pemerintah cari orang yang menyebarkan iklan judol ini,0
Viko NAEP,"sopo ngelak, aku bakol",0
yuyenKari-n7x,"Terima kasih banyak 𝐴𝐗𝘓7𝟳𝟽, hari ini benar-benar gacir!",1
kucingduawarna3203,Andai dikasih tau berapa habisnya modifikasi seperti ini😊,0
×͜×ㅤᴊᴀᴅᴜɢᴀʀ ꜰꜰ࿐,KETIK DI GOOGLE:WISDOMTOTO,1
Esti Anugrah,Jogja mmg Istimewa....,1
Bajarang dal official,KETIK DI GOOGLE :fire:WISDOMTOTO:fire:,1
AnaiPlummer-t5f,"mantap ! bermain weton88 , rezeki mengalir deras !",1
imams.3397,"Siluet desainnya, FJ Cruiser sekali 😅😅",0
Kav,heh ojo kasar karo wong tuo gar,0
Aprilia Wulan Sari,sebentar lagi,0
SyeraSF,Mobil anak anggota DPR gimana gk mentok kanan bro.....😅😅😅,0
HoweErik-t4b,"rezeki 𝐒𝐆𝐈𝟖𝟖-bikin hariku bermakna , terima kasih !",1
ArgiZaky,lebih tepatnya nahan ketawa pas jawabannya mulai ngelantur,1
Doreamon ,100RB GRATIS WISDOMTOTO:fire:,1
Himanshu kumar,FREEBET 100RB WISDOMTOTO:fire:,1
PhelpsDongXuan-e3m,Luar biasa! bang video kamu !! 𝐏𝐑𝐎𝐁𝐄𝐓𝟖𝟓𝟓 terpercaya 5k jadi 1jt,1
shawon kk,PASTI MAXWIN:fire: WISDOMTOTO:fire:,1
BagusWahyudi-r9y,Keren banget! Langsung hoki sejak join 🔥⚡ALEXIS17⚡?🔥,1
yusufalim8409,​ @sandymartono7029 Lu gatau apa kemampuan presiden dalam memahami konteks blik😂,0
bisma yuliandika,amit amit amit jupuk sendal mba mas lek amit amit,0
Cahgunungkidul1412,Kenapa d jual 3 unitnya,0
SUNGHolcombe,TRENDING 1 GILAA MAMEEEN ＭＡＮＤＡＬＩＫＡ７７,1
Jake616,SLOT GACOR:fire: WISDOMTOTO:fire:,1
ruihernandita4591,next diesel drift,0
Sahidul khan,:fire:ANGKA TERBALIK DI BAYAR:fire:,0
DimasPratama-o8w,gak pusing mikirin biaya sekolah anak kalo udah join alexis17 .,1
fafsquad84,16:22 kasian bang arief 😂,0
AXOLOTL,GATOTKACA SKY PIERCER,0
Tujiyati 12,model nya gileee keren bgt :hand_with_index_finger_and_thumb_crossed::hand_with_index_finger_and_thumb_crossed::hand_with_index_finger_and_thumb_crossed::hand_with_index_finger_and_thumb_crossed:,0
TenisJustin,banget dapet sketer,1
WahyuSantoso-qo9js,Anis-Ahok OKE...✅,0
al- GOZAli,Ini orang orang kagak ada suara apa begimana?,0
REACH YOUR 100%,FREEBET 100RB :fire:WISDOMTOTO:fire:,1
TheaHales,Ｐｕｌａｕ７７７ gak ada duanya,1
Andrew meher,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,1
sandiwenaz8313,Meded pisan bro mantaaaaaapppp 🤟🤟🤟🤟,0
raldinoe9078,Gokil.. Mobil drift ter proper.,0
Vaidehi Shorashi,PASTI MAXWIN:fire: WISDOMTOTO:fire:,1
Ilham Dwi prasetyo,tugu,0
FatihBerker-d6f,"Senang banget main di ＭΛＮDALIKΛ𝟟𝟟, langsung dapat jakpot besar hari ini!",1
AdnaWijaya-o2w,Mending beli maung daripada beli  macan 😂😂😂,0
THE FILM PRO,KETIK DI GOOGLE:WISDOMTOTO,1
marvilemahareshi8230,"Gila, foto siomay aja jadi estetik banget 9:10",0
Pipiet Agustin,apanya yg naik cepat,0
lamarrajasa,orang bilang alexis17 tuh bener-bener asli .,1
SMnocommentary,31:28 iklan mobil gorengan dibelakang hummer 😂,0
rizalmaulanaakbar6683,Gaskeun bang bikin konten motor 😁😁,0
MonicaBurgess-j8b,ngelag ? ! wd ? jalan ! alexis17 emang top .,1
gambiramangunsong,"auto jepey ! λ l e x i s 1 7 ,",1
hafiludinlutfi9211,maka dari itu amrik ngelarang huawei buat gabung ama google😂😂,0
Halaldanberkah,"Gila sih huaway, apa kabar iphone yang lambat inovasi?😂",1
mangunsongmariadi,gak modal sukses alexis17 .,1
NyomanBFZ15,"bermain 𝐷𝘖𝑅𝐀 77 membuka jalan , tukang bakso pemilik restoran .",1
WilliamSiR27,"makasih 𝐷𝑂rа 7𝟩 , benar-benar gacir banget !",1
ehehxd,@HendraYadi-v5h semua partai sama aja . semua diisi kepentingan pribadi,0
new songs,100RB GRATIS WISDOMTOTO:fire:,1
sogan,KETIK DI GOOGLE:WISDOMTOTO,1
Fitria Christalina,sampe jam brapa?,0
MesutMaria,"Rezeki datang terus dari ρüℓAυ777, gokil!",1
MegaHartono-i2u,gak gelar sarjana menang alexis17 .,1
Itz_bike lovers👀,FREEBET 100RB WISDOMTOTO:fire:,1
ThuySetiawanvucgBL9,"𝐌𝐢𝐘𝐚𝟖𝟖 gacir parah , kali main langsung langsung sukses !",1
TRISIYANA SIWANDITA,Gondokusuman mana suaranya????,0
Devi Elista,Ini temanya emang gatot kaca ya?,0
LUKI & CHOCHO,menikmati,0
nurjamannurjaman7400,"50 juta aja,😢",0
MOHAMMEDMchugh,✦𝗠𝗮𝗻𝘂𝘁𝟴𝟴✦banyak respons positif dari netizens,1
wacanahendra,gue udah nemu jalan ninja gue : alexis17,1
unknown,yg di lokasi pooolll rame ne,0
عمار كوسفي,FREEBET 100RB :fire:WISDOMTOTO:fire:,1
Thakur tractor wala ,FREEBET 100RB :fire:WISDOMTOTO:fire:,1
Ajeet Kashyap,FREEBET 100RB :fire:WISDOMTOTO:fire:,1
Ega Roshanpal,FREEBET 100RB :fire:WISDOMTOTO:fire:,1
MileseMjJq,"wede brusan , sketer nggak berhenti muncul",1
bagaskaraemong,malem gue nungguin update alexis17 .,1
AmarHamzah,1:00:46 siapa gess wkwkw,0
NevaGriego,"Bersama M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳, 5:41 hari-hari lebih bermakna",1
abdulmalikattawili7918,Inpo bodykit di jual gak bang dipo 😮,1
SriWahyuniSrg,"Wowowoooooww..
Bener bangeeet..
🤣🤣😭😭😭",0
HAMSTER KOMBAT,PAS4D :star: Gacor,1
NurayMuhammet,"p͟͟u͟͟l͟͟a͟͟u͟͟777 emang juara, rezeki gak ada abisnya!",1
LinaiYDa3,"jepe kali maen , lgsng suka",1
AyuWijaya-c4m,05:11 𝘼𝙇𝙀𝙓𝙄𝙎17,1
sk:abujar,Gass PAS4D:star: Ladang Cuan:star:,1
simonas alsys,100RB GRATIS WISDOMTOTO:fire:,1
Osy Osy devan,Nonton lautan orang,0
amelsyahro6821,"3 1/2 jam yapping doank ni orang, gmn gak ngeselin",0
LestariOktaviani-n8z,"perjuangan scroll sosmed , alexis17 ngerasain gak ya ?",1
cctvcidroolengoyi211,kota sejuta bunga hadir,0
JasonCollins-d7y,ubur ubur ikan lele berkah99 udah tayang lee,1
kak sugiyono,Gatotkaca Wirajaya lakon kesayangan Sri Sultan Hamengku Buwana IX,1
fufufufafafa12,upload ulang?,0
yazidumarsabillah9422,Jangan lupa sedekah nya bro,0
Kethy Nengminja,100RB GRATIS WISDOMTOTO:fire:,1
tinomartino3841,Bangsa ini telah menyia nyiakan berlian lebih memilih batu akik.,0
richartdanggaloma8551,Gas coookkkkk,0
insan7787,Buzzernya banyak kali ya 🤣🤣🤣🐷🐷🐷,0
Indri Tri,aku lali nek dadi mc mah towo telur gulung,0
Boy Valerie,itu simbah ku lho,0
win12394,Beli mas Jeje langsung siksa di jalur offroad hehe....,0
Mohammad jordan Andriansyah N,ahh,0
Cilok Gaming07,mulai belom inii,0
affanfarizi,Anak muda yang di bekingi ayah tidak takut tantangan 😊,0
muhammadnicholashuda5737,Episode kali ini ngasih tau kalo bang pandji ga jago main catur 😂,0
veloo4098,Komen gk guna report aja,0
Aniah Naifa,bagus tapi malas desak desakan,0
Pro Vishwa,KETIK DI GOOGLE:WISDOMTOTO,1
MotorRacing-v8m,05:20 ngga tau ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 ═─ si ? tempatnya pemenang,1
SophiaXplZH,"Swert Bonanja gacir hari ini, mntp",1
Desti Nunuk,JOGJA ISTIMEWA :red_heart::red_heart::red_heart::red_heart::red_heart:,1
NisaSaputra-j9s3i,"gabung alexis17 seminggu , udah ganti motor !",1
SHYAM 08,KETIK DI GOOGLE:WISDOMTOTO,1
yusufsupriatna363,Faktanya aku emang gak sengaja ketiduran pas nonton ini,0
jokowintoro2959,Tumben gk ada para para.,0
GOREY GAMING YT,KETIK DI GOOGLE:WISDOMTOTO,1
roma dhoning,gatotkaca damenge,0
irfanalfi4289,keren banget banggg,0
Efi Puji,sik gawe pidatone sri sultan sopo yo,0
BuangSampah0_0,18:28 KAKK IRENEEEE LIAT LANGKAH BRILIAN DARI BRO PANDJIIIIIII,0
tarihoranemil,"gokil abis alexis17 , modal dikit hasil gede",1
shakirinsaerah5623,Malaysia brooo,0
Arcemccrary-u3j,sukaaa bangettt 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
ahmadwandri9346,"Yutub bisa gak sih hapus aja video ini, gak pantas kali 😂",0
master1t157,Dislikenya disembunyikan ya mas wapres😅,1
rifqiabbiyu1619,​ @massuhada5461  makan tuh bbm oplosan ngga naik tapi bbm dioplos wkwkkw,0
Pragati Yashawini,100RB GRATIS WISDOMTOTO:fire:,1
derries_,di universe lain iphone masih dengan dynamic tompelnya 😂,0
Landyn And Friends,KETIK DI GOOGLE:WISDOMTOTO,1
BudiSaputra-u1s,Tanpa 【✌ 𝑨𝑳𝑬𝑿𝑰𝑺17  ✌】 sudah hampa rasanya.,1
SxxAkbarpd,He don't know the point and still Denial,0
muhammadrahmany7588,crosstrex donk,0
PenyanyiSulaksana,"main 𝘋𝑂𝑅𝐴𝟽𝟩 , nggak nyangka rezeki langsung sekejap !",1
Fani23,100RB GRATIS WISDOMTOTO:fire:,1
Sawon Khan,100RB GRATIS WISDOMTOTO:fire:,1
CesarDunaway-d6h,"cakep kali 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , bravo ..",1
Sezer Yıldız,100RB GRATIS WISDOMTOTO:fire:,1
purwadiwahyudin,alexis17 ! tuh emang bener-bener ngasih peluang orang sultan sejati,1
DediHidayat-i9y,Seru abis! Main bareng ⚡ALEXIS17⚡ selalu seru!,1
Dhany82 Channel,SELAMAT ULANG TAHUN KOTA JOGJA :red_heart::red_heart:,0
herrywalker908,GD TERBAIK GD 🔥🔥🔥🔥,0
WandiWandi-p9m,gokillll kapan yahh gua punya mobil kaya garasi drift,0
Sahil Siddiqui,100RB GRATIS WISDOMTOTO:fire:,1
MurniatiDesfa-f4n,"swert bonanja gacir , modal jepek",1
al- GOZAli,WEDEHHH,0
jeffproit,🤮pake emoticon muntah aja bang,0
MUJIMIN MIN,"ultah Jogja semoga Jogja semakin maju dan sukses selalu, rakyatnya semoga makmur sehat selalu",0
PAK Watan Chanel,FREEBET 100RB :fire:WISDOMTOTO:fire:,1
Code For Good Orphanage ,KETIK DI GOOGLE:WISDOMTOTO,1
jerryklisman,buang buang waktu dan ujungnya ngeselin,1
Emelyne Beauty,Panasss pak…. Cuss lanjutkan acara,0
Nunung Kusmawati,menyala jogjaku:fire::fire:,0
Manjo Sk,SLOT GACOR:fire: WISDOMTOTO:fire:,1
sat Guru ji god,FREEBET 100RB :fire:WISDOMTOTO:fire:,1
NavinChauhan-o4f,"gue takut ketinggalan tren pulauwin , orang udah ikutan !",1
SHORT CREATOR,KETIK DI GOOGLE:WISDOMTOTO,1
skyra,urutan ke brp ini,0
Joel enoch Gnagne,KETIK DI GOOGLE:WISDOMTOTO,1
Charulekha Sunanda,100RB GRATIS WISDOMTOTO:fire:,1
rafiyusrival7245,Salfok sama kerahnya yang tinggi sebelah,0
DRYO Pokemon ,Ke satria:elbowcough:,1
havishendra5071,Titipan bapak,0
TECHNO FARMAN,:fire:ANGKA TERBALIK DI BAYAR:fire:,0
ryankun10,Suruh i show speed nonton ini,0
RatnaKartika-c9i,Hadiah berlipat ganda cuman di ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 aja lee.,1
Khaistha Aulia Shohifah,meneng n,0
UCPixel,20 menit langsung SKAKMAT!!!,0
Gagahaweie,"gak ngabisin , langsung gacir 𝐃𝙊𝑅𝐴𝟽𝟩 ! bener-bener rezeki !",1
gustuindra9873,"bayangkan ivan motors masukin aston martin one 77 , gokil",1
OPEN_LION_GAMING-,✦✦𝐦𝐚𝐧𝐮𝐭𝟖𝟖✦✦berlari mengejar kebahagiaan,1
lovelyzkkkk2425,Inilah pentingnya harus  membiasakan baca buku bukan baca teks😂,0
ronnaja,Review Supra MKVnya banggg,0
dikyrudianto4214,Wapres taek,1
Aysha_558,Hasil akal2an konstitusi.,0
VijayKumar-rt2fh,anjayy ga nyangka gua maxwin dariga ruda-ho ki,1
dadangsetiawan4575,Anak ini ngomong apa sih,0
muliagusni2624,KDM jangan di masukin Jabar masih butuh sosok beliau😅,0
landonjovany-y6w,"keren sih 𝐒𝐆𝐈𝟖𝟖 , main bentar auto jepe .",1
DHILZZ,yoo otw tuku,0
yusaq47,MINGGIR LU MISKIN🗣️🗣️🗣️🗣️🔥🔥🔥🔥🔥,0
XiomaraRowland-e3q,hapuslah itu komen P U L A U W I N,1
26_ Nur Aini,Jam segini baru k sana bisa jalan k depan ga ya?,0
PRINCE YOUTUBE CHANNEL ,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,1
ghifarryqs8640,​ @furina-focalor-2 berderet bgg keknya😂,0
notyoureverydaywatch204,3 jam ga ngapa ngapain,0
JulienMoseleyaddison-v4e,weton88 is the best,1
haryantonasrullah,"bro sibuk sih ? alexis17 , bagi-bagi bonus deposit gede banget nih",1
putrasabri-r4g,"seminggu main alexis17 , gue udah bayar spp anak setahun !",1
erikmiqbalrahadian1724,Pertama nonton 😂,0
PitcherS-n4h,"𝘋𝐄𝘞𝐀𝐃O𝐑𝘈 gacir bener, tiap main pasti aja jepe, bikin nagih",1
Fikriadiza00, @Dilann9  loh bukannya kata anda daerah pedalaman sudah ada,0
Rakesh_prajapat_999,alus pisan alexis17 wkwkwkw,1
Mama Abase,FREEBET 100RB WISDOMTOTO:fire:,1
laxmanmurmu3333,"Gara-gara 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝, grup WA kantor jadi rame banget.",1
purnamaDiKY-y8y,"Cuma bikin rugi orang lain, malu banget",0
rfak6312,Trendingkan 🔥🔥🔥🔥🔥,0
abdoy631,Wowo jawaban mu tidurku jadi nyenyak 😂,1
HARSH KUMAR,SLOT GACOR:fire: WISDOMTOTO:fire:,1
JERAMYThai,"PG Soft di mandalika77 , bikin kita berasa kayak bos besar! cuman di situs ini gw pernah dpt scatter hitam asli bro",1
CoreenStutzman,"𝙈𝗮𝘯𝐝𝘼L!K𝘼7𝟟 itu tempatnya para jagoan judi, jadi lu nggak cuma main, tapi juga bisa belajar dari yang pro!",1
gunantaseven4607,kenapa ga orang orang ini yang jadi dpr sih,0
Rackswtf,100RB GRATIS WISDOMTOTO:fire:,1
SiekWorh,Masterpice telah tercipta,0
endev_35,ditunggu masakannya bang valentinus resa,0
DanieldzX3W,𝐃𝘌𝙒𝐴do𝐑𝘼menawarkan perspektif berbeda permainan daring .,1
Wadipta Lingga,nanti habis isya,0
ErnaWati-qg9op,44:16 macannya udah ompong pak.,0
Sinta_dkh,wes nonon kene wae gaes:rolling_on_the_floor_laughing:,1
ocsfishing7064,Crash ya bg 😢😢,0
amrollahofficial,"kreator yg bahas , ngarang banget game bikin orang bangkrut hrm .",1
wicaksonoestiono,"a.l.e.x.i.s.1.7 tuh emang bener-bener beda , sistemnya adil",1
AXOLOTL,raaawwwrrwr dong,0
Nuropet_1.0,mayoritas masyarakat kecewa dengan kebijakan bapak terimakasih,1
616dora,Langsung gak bisa beli cuma bisa nonton,0
rubygaither-h6e,"main situs segacor 𝐒𝐆𝐈𝟖𝟖 , asli nagih sih",1
Thiệp cưới giá rẻ - in thiệp cưới giá rẻ,KETIK DI GOOGLE:WISDOMTOTO,1
Himanshu Kishoraj,100RB GRATIS WISDOMTOTO:fire:,1
EsterAfriani-f8f,kalo 𝐏𝐋𝐔𝐓𝐎𝟖𝟖 yg kasih duit,1
lucasplate,KETIK DI GOOGLE:WISDOMTOTO,1
arifinkawaya,emang gak obatnya sih keseruan main alexis17 .,1
rachmatfudholy1499,Padahal standart banget 4 langkah mati dia kaga tau wkwkwk,0
